序号,品牌,判定,价格虚高风险,原因,数据来源
2196,"资生堂（SHISEIDO PROFESSIONAL）,路丝（RAUSCH）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2197,"乐喜力丝,奢貌",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2198,新秀丽,非假洋牌(国产),低,需进一步核实,规则推断·未核验
2199,"舒雅（shuya）,乐基因（nalgene）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2200,美源（MEIYUAN）,待核验(中英混合),待核验,"中英混合,通常为真品牌,需逐个搜索",规则推断·未核验
2201,"金钟酒庄（Chateau Angelus）,滴金庄园",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2202,"NUMBUZIN,麦迪安（Median）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2203,TAL,待核验(英文名),待核验,"英文名,需联网核验",规则推断·未核验
2204,SHIRO,待核验(英文名),待核验,"英文名,需联网核验",规则推断·未核验
2205,"蜜浓（MINON）,高姿（COGI）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2206,"玛尔斯（MARVIS）,高丝（Kose）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2207,"徕本（HELLOLEIBOO）,UWANT",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2208,"皮尔卡丹（pierre cardin）,COOGI",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2209,"菲洛嘉（Filorga）,玛丽安保莱（MARIANNEBOLLE）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2210,"SUSTYLE,ANYSMIC",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2211,"KINGDOM,莎娜（SANA）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2212,"TO&FOR,美迪",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2213,"SANEI,KVK",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2214,"Filco,夏普",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2215,"FANOLA,怀尔德",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2216,"赛逸,吾诺（UNO）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2217,"DUO,苏菲娜（Sofina）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2218,"ecomed,凯伦诗（CLORIS）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2219,"库克,Marcassin Vineyard",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2220,DOBO,待核验(英文名),待核验,"英文名,需联网核验",规则推断·未核验
2221,"HTC,CREED",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2222,"高丝（Kose）,马油（LOSHI）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2223,"象印,SKATER",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2224,SOFO,待核验(英文名),待核验,"英文名,需联网核验",规则推断·未核验
2225,SUNSILK,待核验(英文名),待核验,"英文名,需联网核验",规则推断·未核验
2226,"贵艾朗,嘉娜宝（KANEBO）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2227,"凌博士,泊美（PURE＆MILD）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2228,"高丝（Kose）,秀肤生（Cell Fusion C）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2229,"卡慕（CAMUS）,野格（Jagerneister）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2230,优鲜沛（Ocean Spray）,待核验(中英混合),待核验,"中英混合,通常为真品牌,需逐个搜索",规则推断·未核验
2231,"荷诺（histoire naturelle）,碧波曼（BOM）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2232,"TRANSPARENT,krups",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2233,欧倍青（Alpecin）,待核验(中英混合),待核验,"中英混合,通常为真品牌,需逐个搜索",规则推断·未核验
2234,安努克（AnCnoc）,待核验(中英混合),待核验,"中英混合,通常为真品牌,需逐个搜索",规则推断·未核验
2235,HARIO,待核验(英文名),待核验,"英文名,需联网核验",规则推断·未核验
2236,"惠人（HuiRen）,摩飞电器（Morphyrichards）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2237,"水之璨（suisai）,ETVOS",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2238,"特福（Tefal）,日立（HITACHI）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2239,"高丝（Kose）,sesderma",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2240,"馥绿德雅（RENE FURTERER）,雅莉格丝（Elegance）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2241,"阿彼芙（ABIB）,欧蕙（OHUI）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2242,"德国宝（German Pool）,铂富（Breville）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2243,"HABA,Original Sprout",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2244,"橘滋（Juicy Couture）,艾天然（Attenir）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2245,阿彼芙（ABIB）,待核验(中英混合),待核验,"中英混合,通常为真品牌,需逐个搜索",规则推断·未核验
2246,"秀肤生（Cell Fusion C）,碧迪皙（PDC）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2247,"麦迪安（Median）,CHARLOTTE TILBURY（CT）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2248,"SHEVEU,安瓶（CEMOY）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2249,"雅莉格丝（Elegance）,爱敬（AEKYUNG）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2250,露华浓,非假洋牌(国产),低,需进一步核实,规则推断·未核验
2251,"冠军（Champion）,特福（Tefal）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2252,"AKASHI,越之忍（KOSHI NO SHINOBU）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2253,"穆乐（MUHLE M）,汉美驰（Hamilton Beach）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2254,"摩飞电器（Morphyrichards）,德龙(delong)",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2255,"他她语录（TATAYULU）,芭乐雅（Balea）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2256,"摩飞（mofei）,惠人",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2257,"德美丝,DHC",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2258,朱栈（red chamber）,待核验(中英混合),待核验,"中英混合,通常为真品牌,需逐个搜索",规则推断·未核验
2259,FLEUR DE PARIS,待核验(英文名),待核验,"英文名,需联网核验",规则推断·未核验
2260,"NINJA,ASCOT",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2261,"Primal Kitchen,Julian Bakery",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2262,"伟龙 始于1993,ottogi",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2263,"PRICELINE,蜜浓（MINON）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2264,"资生堂（SHISEIDO PROFESSIONAL）,嘉娜宝（KANEBO）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2265,DEMAF,待核验(英文名),待核验,"英文名,需联网核验",规则推断·未核验
2266,ANTIO,待核验(英文名),待核验,"英文名,需联网核验",规则推断·未核验
2267,"维蕾德（WELEDA）,Klosterfrau",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2268,"森下仁丹（Jintan）,Neosporin",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2269,"何物,千妍",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2270,宾利（Bentley）,待核验(中英混合),待核验,"中英混合,通常为真品牌,需逐个搜索",规则推断·未核验
2271,"资生堂（SHISEIDO PROFESSIONAL）,milbon",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2272,钜记饼家,非假洋牌(国产),低,需进一步核实,规则推断·未核验
2273,"MAJESTY,OOFOS",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2274,"韩方五谷,THREE",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2275,德国宝（German Pool）,待核验(中英混合),待核验,"中英混合,通常为真品牌,需逐个搜索",规则推断·未核验
2276,"PADRE,阿佩罗（APEROL）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2277,凯乐石薄荷,非假洋牌(国产),低,需进一步核实,规则推断·未核验
2278,eone,待核验(英文名),待核验,"英文名,需联网核验",规则推断·未核验
2279,"HONEY ROA,玛丽安保莱（MARIANNEBOLLE）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2280,"爱诗魅（LABORATOIRE DERMATOLOGIQUE ACM）,维蕾德（WELEDA）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2281,"PRICELINE,近江兄弟社（OMI BROTHERHOOD）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2282,"Aderia,丸モ高木陶器",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2283,"CIAO,西莎（CESAR）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2284,"金达（KANDA）,ic!berlin",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2285,"CASETiFY,NINJA",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2286,"imarflex,Tescom",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2287,ROXY,待核验(英文名),待核验,"英文名,需联网核验",规则推断·未核验
2288,"颐莲（RELLET）,BIO",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2289,CecileMaia,待核验(英文名),待核验,"英文名,需联网核验",规则推断·未核验
2290,"NE:AR,八道（PALDO）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2291,"Panama Jack,KDOPA",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2292,"小蓝瓶（TAKAMI）,HTC",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2293,"GA,COVERMARK",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2294,Morelax,待核验(英文名),待核验,"英文名,需联网核验",规则推断·未核验
2295,"RMK,Fas-Fas",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2296,"宫本川,珂莱欧（CLIO）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2297,LUSH,待核验(英文名),待核验,"英文名,需联网核验",规则推断·未核验
2298,inflation,待核验(英文名),待核验,"英文名,需联网核验",规则推断·未核验
2299,"peripera,益教授",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2300,"sesderma,COW BRAND",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2301,"咀香园,钜记饼家",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2302,OLIVIAM,待核验(英文名),待核验,"英文名,需联网核验",规则推断·未核验
2303,"建伍（KENWOOD）,AOC",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2304,"Nuface,特福（Tefal）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2305,Mama&Kids,待核验(英文名),待核验,"英文名,需联网核验",规则推断·未核验
2306,"REMINESSANCE,得康氧",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2307,"安娜柏林（Annemarie Borlind）,德国世家（Dr.Hauschka）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2308,"资生堂（SHISEIDO PROFESSIONAL）,雅莉格丝（Elegance）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2309,Dariya,待核验(英文名),待核验,"英文名,需联网核验",规则推断·未核验
2310,"PAUL&JOE,德国魅影（KRYOLAN）",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2311,"怡思丁（ISDIN）,olaplex",待核验(多品牌组合),待核验,"多品牌拼接,需拆分核实",规则推断·未核验
2312,春雨（Papa recipe）,待核验(中英混合),待核验,"中英混合,通常为真品牌,需逐个搜索",规则推断·未核验
